,Unnamed: 0,Rank,Name,OVR,PAC,SHO,PAS,DRI,DEF,PHY,Acceleration,Sprint Speed,Positioning,Finishing,Shot Power,Long Shots,Volleys,Penalties,Vision,Crossing,Free Kick Accuracy,Short Passing,Long Passing,Curve,Dribbling,Agility,Balance,Reactions,Ball Control,Composure,Interceptions,Heading Accuracy,Def Awareness,Standing Tackle,Sliding Tackle,Jumping,Stamina,Strength,Aggression,Position,Weak foot,Skill moves,Preferred foot,Height,Weight,Alternative positions,Age,Nation,League,Team,play style,url,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes
13508,13508,14644,Stuart Moore,60,61,58,56,60,49,59,45,54,19,15,42,18,20,29,36,18,14,38,30,15,18,48,46,52,27,33,26,18,12,19,20,55,26,53,36,GK,2,1,Right,"194cm / 6'4""",88kg / 194lb,,30,England,EFL League Two,Morecambe,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/stuart-moore/218593,61.0,58.0,56.0,59.0,60.0
13509,13509,14644,Luís Henrique,60,59,57,58,60,31,62,32,29,11,10,44,11,11,11,34,16,10,26,29,16,10,38,37,60,13,31,12,16,12,13,17,56,35,61,25,GK,3,1,Right,"188cm / 6'2""",78kg / 172lb,,19,Brazil,Liga Portugal,Boavista FC,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/luis-henrique/277008,59.0,57.0,58.0,62.0,60.0
13531,13531,14644,Manfredi Nespola,60,60,60,58,61,30,60,30,31,8,8,44,10,10,22,30,15,15,35,30,22,25,45,30,48,22,22,12,20,11,24,22,53,20,55,20,GK,3,1,Right,"189cm / 6'2""",78kg / 172lb,,19,Italy,Serie BKT,Palermo,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/manfredi-nespola/277646,60.0,60.0,58.0,60.0,61.0
13533,13533,14644,Jonas Nickisch,60,63,57,59,65,26,57,21,33,7,8,44,9,7,12,38,15,11,28,26,13,9,25,38,50,12,33,12,12,10,12,11,42,25,48,15,GK,3,1,Right,"190cm / 6'3""",77kg / 170lb,,20,Germany,Bundesliga 2,1. FC Köln,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jonas-nickisch/267460,63.0,57.0,59.0,57.0,65.0
13537,13537,14644,Nahuel Noll,60,60,59,60,61,27,57,25,30,7,8,45,8,9,10,39,9,11,21,24,12,10,40,37,54,19,32,11,12,7,12,12,44,27,49,24,GK,4,1,Right,"190cm / 6'3""",75kg / 165lb,,21,Germany,Bundesliga 2,Fürth,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/nahuel-noll/262322,60.0,59.0,60.0,57.0,61.0
13553,13553,14644,Leo Oppermann,60,63,59,59,65,23,58,23,24,5,8,44,7,7,10,31,12,11,24,28,14,8,25,45,40,16,18,12,11,7,10,9,36,20,36,24,GK,3,1,Right,"191cm / 6'3""",82kg / 181lb,,23,Germany,3. Liga,Arminia Bielefeld,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/leo-oppermann/253171,63.0,59.0,59.0,58.0,65.0
13575,13575,14644,Michał Perchel,60,57,58,68,61,22,64,17,30,4,5,51,7,8,13,23,10,13,34,30,10,12,36,21,43,15,39,7,12,5,14,10,50,25,60,27,GK,3,1,Right,"190cm / 6'3""",86kg / 190lb,,17,Poland,PKO BP Ekstraklasa,Puszcza,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/micha-perchel/72991,57.0,58.0,68.0,64.0,61.0
13582,13582,14644,Marco Pissardo,60,58,61,61,64,36,60,36,36,9,8,46,8,8,16,33,12,13,23,22,9,12,39,42,48,27,32,15,13,9,11,15,49,21,50,27,GK,1,1,Right,"184cm / 6'0""",78kg / 172lb,,26,Italy,Serie BKT,Bari,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/marco-pissardo/278099,58.0,61.0,61.0,60.0,64.0
13584,13584,14644,Leon Pöhls,60,61,59,56,63,34,60,32,36,9,7,42,7,9,15,49,11,13,39,27,13,7,45,48,43,14,23,8,14,17,14,10,55,24,60,25,GK,2,1,Right,"193cm / 6'4""",87kg / 192lb,,27,Germany,SSE Airtricity PD,Shamrock Rovers,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/leon-pohls/247434,61.0,59.0,56.0,60.0,63.0
13586,13586,14644,Álex Primo,60,61,60,55,62,36,58,39,31,7,8,41,6,6,14,36,10,12,26,28,10,8,35,42,54,15,31,9,11,7,12,10,41,24,39,20,GK,2,1,Right,"187cm / 6'2""",74kg / 163lb,,20,Spain,LALIGA HYPERMOTION,Levante UD,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/alex-primo/269146,61.0,60.0,55.0,58.0,62.0
13591,13591,14644,Tymur Puzankov,60,60,58,62,62,49,61,48,50,4,7,47,5,7,14,29,12,12,18,21,10,14,43,41,48,18,29,7,13,9,12,13,60,29,60,28,GK,2,1,Right,"194cm / 6'4""",83kg / 183lb,,21,Ukraine,Ukrayina Liha,Shakhtar Donetsk,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/tymur-puzankov/263805,60.0,58.0,62.0,61.0,62.0
13595,13595,14644,Ghjuvanni Quilichini,60,59,57,61,65,25,61,29,20,4,17,46,19,7,12,24,11,13,26,25,11,29,23,43,45,13,28,13,10,27,12,19,35,25,30,16,GK,2,1,Right,"185cm / 6'1""",79kg / 174lb,,22,France,Ligue 2 BKT,AC Ajaccio,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ghjuvanni-quilichini/263569,59.0,57.0,61.0,61.0,65.0
13597,13597,14644,Dorian Răilean,60,62,58,56,64,21,58,15,30,5,7,42,9,9,13,34,13,10,27,15,12,11,29,48,53,18,38,7,12,8,10,14,43,19,52,27,GK,2,1,Right,"185cm / 6'1""",75kg / 165lb,,30,Moldova,SUPERLIGA,FC Gloria Buzău,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/dorian-railean/70307,62.0,58.0,56.0,58.0,64.0
13599,13599,14644,Kevin Rauhut,60,62,59,63,62,31,57,29,35,5,9,47,7,7,19,28,14,12,21,37,12,14,33,31,49,20,44,12,10,10,12,10,39,20,43,25,GK,3,1,Left,"188cm / 6'2""",77kg / 170lb,,34,Germany,3. Liga,Viktoria Köln,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/kevin-rauhut/243736,62.0,59.0,63.0,57.0,62.0
13616,13616,14644,Tomás Romero,60,63,59,60,60,28,59,28,28,7,7,45,6,7,17,39,10,13,29,34,12,5,38,49,53,19,26,13,13,5,12,11,51,23,55,17,GK,2,1,Right,"185cm / 6'1""",79kg / 174lb,,23,El Salvador,MLS,New York City FC,Cross Claimer,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/tomas-romero/260918,63.0,59.0,60.0,59.0,60.0
13630,13630,14644,Facundo Sanguinetti,60,60,54,56,63,27,58,27,26,7,5,42,8,7,15,40,11,13,26,17,14,11,29,45,60,13,21,13,15,15,15,12,51,19,56,22,GK,3,1,Right,"185cm / 6'1""",71kg / 157lb,,23,Argentina,Primera División,Banfield,Footwork,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/facundo-sanguinetti/262865,60.0,54.0,56.0,58.0,63.0
13632,13632,14644,Sam Sargeant,60,65,58,55,61,45,58,49,40,16,11,41,13,16,19,18,13,13,24,24,16,17,32,60,53,17,27,18,14,12,15,19,44,26,33,18,GK,3,1,Left,"188cm / 6'2""",75kg / 165lb,,26,England,SSE Airtricity PD,Waterford,Far Reach,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/sam-sargeant/228582,65.0,58.0,55.0,58.0,61.0
13634,13634,14644,Gianluca Saro,60,59,64,61,59,21,56,18,26,6,6,46,7,6,18,29,11,11,26,15,13,8,22,22,51,12,26,7,13,6,10,13,49,27,58,28,GK,3,1,Right,"187cm / 6'2""",86kg / 190lb,,24,Italy,Serie BKT,Cremonese,Cross Claimer,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/gianluca-saro/265782,59.0,64.0,61.0,56.0,59.0
13642,13642,14644,Arne Schulz,60,60,57,55,65,26,56,26,25,12,7,41,7,5,12,33,11,11,21,28,11,13,28,25,60,16,31,14,14,12,12,11,55,27,64,20,GK,3,1,Right,"190cm / 6'3""",80kg / 176lb,,21,Germany,Bundesliga 2,SC Paderborn 07,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/arne-schulz/262939,60.0,57.0,55.0,56.0,65.0
13653,13653,14644,Emanuel Sittaro,60,64,60,60,60,22,55,18,29,9,7,45,8,8,12,39,12,10,25,19,13,12,35,46,52,16,25,14,16,6,12,16,52,24,62,29,GK,2,1,Right,"185cm / 6'1""",81kg / 179lb,,24,Argentina,Primera División,Instituto,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/emanuel-sittaro/276102,64.0,60.0,60.0,55.0,60.0
13656,13656,14644,David Skubl,60,64,58,54,64,17,53,18,16,4,9,41,8,8,18,27,14,10,25,17,14,8,29,26,59,22,28,13,12,7,10,12,41,27,49,16,GK,3,1,Right,"187cm / 6'2""",80kg / 176lb,,22,Austria,Ö. Bundesliga,Wolfsberger AC,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/david-skubl/263137,64.0,58.0,54.0,53.0,64.0
13664,13664,14644,Luca Sonzogni,60,62,60,65,63,38,58,34,43,6,6,49,5,5,15,40,8,11,27,20,12,7,30,50,47,13,32,6,6,5,9,8,47,34,51,34,GK,3,1,Right,"185cm / 6'1""",72kg / 159lb,,20,Italy,Serie BKT,Mantova,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/luca-sonzogni/271210,62.0,60.0,65.0,58.0,63.0
13669,13669,14644,Dimitrios Stamatakis,60,57,62,62,61,17,61,17,17,4,6,47,6,6,10,38,11,12,23,17,10,13,35,21,50,15,22,9,14,5,11,12,48,22,57,19,GK,5,1,Right,"191cm / 6'3""",82kg / 181lb,,21,Greece,LALIGA EA SPORTS,CA Osasuna,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/dimitrios-stamatakis/276087,57.0,62.0,62.0,61.0,61.0
13679,13679,14644,Gergő Szécsi,60,59,60,60,61,27,59,28,26,15,11,45,12,11,17,53,22,20,31,21,21,17,31,26,50,19,24,23,14,26,17,13,51,17,55,29,GK,2,1,Right,"185cm / 6'1""",80kg / 176lb,,35,Hungary,Magyar Liga,Ferencvárosi TC,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/gergo-szecsi/261260,59.0,60.0,60.0,59.0,61.0
13682,13682,14644,James Talbot,60,61,58,59,61,43,55,44,41,12,13,44,16,16,28,52,17,13,31,25,21,20,32,58,62,14,31,23,16,14,16,20,61,24,64,23,GK,2,1,Left,"180cm / 5'11""",80kg / 176lb,,27,Republic of Ireland,SSE Airtricity PD,Bohemians,Cross Claimer,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/james-talbot/225406,61.0,58.0,59.0,55.0,61.0
13685,13685,14644,Simon Thomas,60,60,60,57,60,40,59,42,36,12,14,43,14,17,20,42,14,14,35,35,14,14,37,52,52,23,40,18,14,18,17,15,61,28,68,34,GK,1,1,Right,"191cm / 6'3""",90kg / 198lb,,34,Canada,Eliteserien,Tromsø IL,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/simon-thomas/201864,60.0,60.0,57.0,59.0,60.0
13692,13692,14644,Nick Townsend,60,59,59,56,61,48,59,47,49,7,15,42,20,14,30,48,15,16,40,49,20,15,50,50,55,27,26,16,17,21,20,19,63,29,68,20,GK,2,1,Right,"181cm / 5'11""",80kg / 176lb,,29,Antigua and Barbuda,EFL League Two,Newport County,"Cross Claimer, Long Ball Pass",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/nick-townsend/212560,59.0,59.0,56.0,59.0,61.0
13695,13695,14644,Nik Tzanev,60,61,59,56,61,46,59,47,45,9,8,42,9,10,15,47,10,11,40,44,12,15,35,54,55,24,34,14,12,7,14,13,54,25,54,34,GK,1,1,Right,"195cm / 6'5""",90kg / 198lb,,27,New Zealand,EFL League One,Northampton,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/nik-tzanev/230971,61.0,59.0,56.0,59.0,61.0
13697,13697,14644,Connor van den Berg,60,60,60,56,59,24,59,28,18,5,7,42,8,5,15,24,12,10,20,21,14,6,28,32,58,11,23,13,11,9,10,13,47,18,51,25,GK,2,1,Right,"187cm / 6'2""",74kg / 163lb,,23,Holland,Eredivisie,Willem II,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/connor-van-den-berg/252342,60.0,60.0,56.0,59.0,59.0
13699,13699,14644,Josue Vargas,60,57,63,61,60,20,55,21,19,9,14,46,11,9,19,42,20,17,25,34,19,15,33,49,59,28,32,8,16,9,20,19,49,27,55,33,GK,2,1,Right,"182cm / 6'0""",70kg / 154lb,,21,Peru,Sudamericana,Dep. Garcilaso,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/josue-vargas/275149,57.0,63.0,61.0,55.0,60.0
13702,13702,14644,Eduardo Villanueva,60,61,58,56,62,23,59,17,32,6,5,42,9,9,11,57,13,13,18,25,12,6,28,34,50,14,22,9,11,7,13,14,44,20,54,19,GK,3,1,Right,"187cm / 6'2""",76kg / 168lb,,19,Chile,Libertadores,Colo-Colo,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/eduardo-villanueva/274083,61.0,58.0,56.0,59.0,62.0
13706,13706,14644,Joe Walsh,60,60,61,60,60,58,59,53,65,9,9,45,8,11,10,38,15,14,36,32,12,17,64,49,51,30,50,14,12,15,15,12,56,40,53,21,GK,5,1,Right,"185cm / 6'1""",78kg / 172lb,,22,England,EFL Championship,QPR,Cross Claimer,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/joe-walsh/250804,60.0,61.0,60.0,59.0,60.0
13709,13709,14644,Wang Zhifeng,60,61,65,59,60,33,60,32,35,4,6,44,15,9,19,41,12,13,16,24,14,12,35,32,42,14,27,23,12,19,11,14,55,35,62,18,GK,1,1,Right,"197cm / 6'6""",90kg / 198lb,,27,China PR,CSL,Changchun Yatai,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/wang-zhifeng/247224,61.0,65.0,59.0,60.0,60.0
13710,13710,14644,Lukas Wedl,60,60,57,56,60,45,58,46,44,8,9,42,6,10,30,20,20,20,37,30,15,14,30,55,62,30,39,24,14,9,13,14,61,20,65,26,GK,2,1,Right,"186cm / 6'1""",80kg / 176lb,,28,Austria,Ö. Bundesliga,FK Austria Wien,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/lukas-wedl/219657,60.0,57.0,56.0,58.0,60.0
13713,13713,14644,Joe Whitworth,60,61,57,60,63,24,55,20,29,4,8,45,8,5,18,43,13,26,35,30,24,14,32,45,60,20,41,14,12,6,11,10,46,17,54,22,GK,2,1,Right,"179cm / 5'10""",70kg / 154lb,,20,England,EFL League One,Exeter City,Far Throw,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/joe-whitworth/271191,61.0,57.0,60.0,55.0,63.0
13723,13723,14644,Xu Jiamin,60,62,58,55,61,36,58,36,36,15,17,41,18,18,23,35,19,14,26,28,19,21,39,44,57,12,29,20,15,19,16,14,42,42,41,14,GK,2,1,Right,"195cm / 6'5""",85kg / 187lb,,30,China PR,CSL,Henan FC,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/xu-jiamin/224555,62.0,58.0,55.0,58.0,61.0
13724,13724,14644,Ali Emre Yanar,60,65,58,56,58,24,59,27,20,8,5,42,5,9,19,27,14,12,22,18,14,7,27,23,51,10,21,11,12,9,11,13,51,21,59,25,GK,3,1,Right,"190cm / 6'3""",80kg / 176lb,,26,Turkey,Trendyol Süper Lig,Kasımpaşa,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ali-emre-yanar/277284,65.0,58.0,56.0,59.0,58.0
13731,13731,14644,Leroy Zeller,60,61,60,63,63,29,62,32,25,4,8,47,9,8,13,29,13,12,27,24,10,12,21,30,40,19,30,9,12,9,14,11,52,26,58,27,GK,4,1,Right,"195cm / 6'5""",88kg / 194lb,,23,Germany,3. Liga,Aleman. Aachen,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/leroy-zeller/72770,61.0,60.0,63.0,62.0,63.0
13740,13740,15274,Matthew Acton,59,60,58,58,61,40,57,40,40,20,19,44,18,11,27,15,20,18,26,25,20,19,38,41,51,18,58,25,19,16,19,19,57,25,58,18,GK,2,1,Right,"184cm / 6'0""",85kg / 187lb,,32,Australia,A-League,Brisbane Roar,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/matthew-acton/209895,60.0,58.0,58.0,57.0,61.0
13742,13742,15274,Raphaël Adicéam,59,62,60,57,58,21,60,18,26,5,6,43,5,9,16,30,12,10,17,25,10,11,34,44,44,14,24,10,12,14,11,12,51,23,63,18,GK,3,1,Right,"179cm / 5'10""",73kg / 161lb,,34,France,Ligue 1 McDonald's,AJ Auxerre,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/raphael-adiceam/234510,62.0,60.0,57.0,60.0,58.0
13744,13744,15274,Sören Ahlers,59,60,58,61,62,25,60,23,27,8,5,46,6,5,15,34,11,13,22,23,13,5,33,26,44,11,24,6,11,9,12,12,53,24,67,16,GK,2,1,Right,"194cm / 6'4""",86kg / 190lb,,27,Germany,Bundesliga,FC St. Pauli,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/soren-ahlers/259900,60.0,58.0,61.0,60.0,62.0
13746,13746,15274,Abdelraouf Al Duqail,59,54,54,58,60,21,63,16,29,8,8,44,7,5,16,35,13,10,25,27,14,5,24,49,56,13,34,13,11,7,13,10,50,27,63,27,GK,2,1,Right,"185cm / 6'1""",90kg / 198lb,,29,Saudi Arabia,ROSHN Saudi League,Al Fayha,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/abdelraouf-al-duqail/277471,54.0,54.0,58.0,63.0,60.0
13754,13754,15274,Abdullah Al Owayshir,59,64,56,55,62,38,54,39,37,15,19,41,15,18,15,55,12,20,29,21,15,18,62,52,56,21,48,24,15,18,16,19,68,37,65,21,GK,3,1,Right,"184cm / 6'0""",69kg / 152lb,,33,Saudi Arabia,ROSHN Saudi League,Al Wehda,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/abdullah-al-owayshir/209572,64.0,56.0,55.0,54.0,62.0
13762,13762,15274,An Chan Gi,59,58,61,55,57,20,60,17,25,7,8,41,9,8,14,55,13,10,28,29,11,8,21,31,51,33,55,10,11,7,10,13,40,25,46,25,GK,3,1,Right,"187cm / 6'2""",80kg / 176lb,,26,Korea Republic,K League 1,Jeju United,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/an-chan-gi/255919,58.0,61.0,55.0,60.0,57.0
13766,13766,15274,Diogo Dias,59,56,62,53,60,23,55,27,18,9,7,40,9,9,16,34,16,13,26,24,11,14,38,45,54,12,26,6,15,8,11,12,48,28,53,26,GK,3,1,Right,"188cm / 6'2""",81kg / 179lb,,21,Portugal,Liga Portugal,Estoril Praia,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/diogo-dias/276916,56.0,62.0,53.0,55.0,60.0
13789,13789,15274,Justin Bengui,59,60,57,55,60,25,56,27,22,5,7,41,8,6,19,26,10,10,21,24,14,7,21,22,58,12,40,9,13,7,12,11,54,18,62,27,GK,3,1,Right,"190cm / 6'3""",80kg / 176lb,,19,France,Ligue 1 McDonald's,OL,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/justin-bengui/278094,60.0,57.0,55.0,56.0,60.0
13791,13791,15274,Matteo Bignetti,59,61,58,54,61,44,55,45,43,6,8,41,11,9,18,30,11,15,31,28,14,10,52,50,52,17,32,15,12,8,11,14,59,28,61,27,GK,3,1,Right,"190cm / 6'3""",76kg / 168lb,,20,Austria,Ö. Bundesliga,SK Sturm Graz,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/matteo-bignetti/268623,61.0,58.0,54.0,55.0,61.0
13798,13798,15274,Théo Borne,59,55,62,52,63,31,56,31,32,7,8,39,9,5,11,23,14,11,21,29,14,5,33,27,49,17,21,7,12,7,11,14,40,20,42,27,GK,3,1,Right,"191cm / 6'3""",74kg / 163lb,,22,France,Ligue 2 BKT,Clermont Foot 63,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/theo-borne/273125,55.0,62.0,52.0,56.0,63.0
13803,13803,15274,Ameen Bukhari,59,60,55,56,58,46,57,44,48,16,17,42,15,10,21,51,14,14,25,24,17,13,55,65,62,24,29,22,15,24,18,12,60,36,65,21,GK,3,1,Right,"194cm / 6'4""",82kg / 181lb,,27,Saudi Arabia,ROSHN Saudi League,Damac FC,Far Throw,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ameen-bukhari/230749,60.0,55.0,56.0,57.0,58.0
13805,13805,15274,Lautaro Bursich,59,63,58,51,61,28,54,25,33,8,7,38,6,8,14,30,11,12,27,20,13,9,39,30,57,10,21,13,14,7,13,13,47,29,54,18,GK,3,1,Right,"195cm / 6'5""",79kg / 174lb,,21,Argentina,Primera División,Central Córdoba,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/lautaro-bursich/266308,63.0,58.0,51.0,54.0,61.0
13822,13822,15274,Niccolò Chiorra,59,56,57,60,64,29,59,28,30,7,6,45,8,8,10,35,9,13,21,24,12,10,27,42,48,10,21,10,9,8,12,12,43,22,47,20,GK,3,1,Right,"182cm / 6'0""",74kg / 163lb,,23,Italy,Serie A Enilive,Empoli,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/niccolo-chiorra/276484,56.0,57.0,60.0,59.0,64.0
13823,13823,15274,Cho Soo Hyuk,59,57,59,58,56,33,60,31,37,13,14,44,11,13,20,54,12,14,13,13,18,13,65,45,54,15,61,12,15,28,14,15,56,21,65,18,GK,3,1,Right,"188cm / 6'2""",83kg / 183lb,,37,Korea Republic,K League 1,Ulsan Hyundai,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/cho-soo-hyuk/187144,57.0,59.0,58.0,60.0,56.0
13827,13827,15274,Nicólas Claa,59,61,59,58,62,21,59,17,27,5,8,44,7,7,11,40,11,15,28,16,12,11,22,36,43,11,28,11,11,7,15,15,50,22,63,29,GK,2,1,Right,"188cm / 6'2""",82kg / 181lb,,20,Argentina,Sudamericana,Lanús,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/nicolas-claa/70431,61.0,59.0,58.0,59.0,62.0
13829,13829,15274,Mateo Clemente,59,58,59,58,60,27,58,26,28,8,9,44,5,5,17,38,11,12,30,29,11,9,33,44,50,12,23,6,11,8,12,10,39,21,44,28,GK,2,1,Left,"184cm / 6'0""",77kg / 170lb,,22,Argentina,Libertadores,San Lorenzo,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/mateo-clemente/71462,58.0,59.0,58.0,58.0,60.0
13833,13833,15274,Enzo Crombez,59,60,62,57,61,16,60,16,16,7,7,43,7,6,12,25,13,11,29,21,10,7,33,48,40,12,21,8,13,6,14,14,44,24,53,16,GK,2,1,Right,"185cm / 6'1""",78kg / 172lb,,21,France,Ligue 2 BKT,Rodez AF,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/enzo-crombez/276872,60.0,62.0,57.0,60.0,61.0
13838,13838,15274,Joe Day,59,57,56,57,59,51,60,49,53,7,12,43,18,11,13,48,12,15,39,47,11,11,57,53,55,23,58,17,11,16,14,15,66,35,75,40,GK,2,1,Left,"190cm / 6'3""",84kg / 185lb,,34,England,EFL League Two,Cheltenham Town,Far Throw,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/joe-day/203034,57.0,56.0,57.0,60.0,59.0
13841,13841,15274,Martin Delavallée,59,60,56,62,59,46,59,47,44,7,6,47,8,8,17,39,13,10,35,42,18,20,51,44,54,15,40,19,16,16,12,15,54,20,52,30,GK,2,1,Right,"180cm / 5'11""",77kg / 170lb,,20,Belgium,1A Pro League,Sp. Charleroi,Far Throw,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/martin-delavallee/269795,60.0,56.0,62.0,59.0,59.0
13854,13854,15274,Dominik Draband,59,62,56,55,61,16,59,16,16,7,6,41,8,8,18,28,11,10,18,21,10,8,34,35,46,14,33,9,10,7,14,13,50,28,64,21,GK,3,1,Right,"186cm / 6'1""",84kg / 185lb,,28,Germany,3. Liga,VfB Stuttgart II,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/dominik-draband/72522,62.0,56.0,55.0,59.0,61.0
13857,13857,15274,Du Jia,59,57,54,52,60,49,58,45,55,10,14,39,17,15,10,59,12,20,35,32,18,19,30,53,67,18,57,10,11,16,10,10,56,35,58,42,GK,3,1,Right,"186cm / 6'1""",70kg / 154lb,,31,China PR,CSL,Shanghai Port FC,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/du-jia/222621,57.0,54.0,52.0,58.0,60.0
13861,13861,15274,Alexander Eckmayr,59,58,60,55,60,23,56,28,16,4,6,41,5,9,14,31,13,10,23,26,11,10,32,37,56,19,32,12,13,7,13,12,39,24,43,21,GK,2,1,Right,"186cm / 6'1""",78kg / 172lb,,25,Austria,Ö. Bundesliga,WSG Tirol,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/alexander-eckmayr/277445,58.0,60.0,55.0,56.0,60.0
13865,13865,15274,Mihai Eșanu,59,61,53,60,65,27,55,32,20,8,6,45,5,9,15,42,13,12,27,23,15,14,28,50,55,15,36,9,16,8,14,14,49,28,52,33,GK,2,1,Right,"188cm / 6'2""",75kg / 165lb,,26,Romania,SUPERLIGA,FC Petrolul,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/mihai-esanu/258420,61.0,53.0,60.0,55.0,65.0
13866,13866,15274,Ángel Espínola,59,56,57,58,61,24,59,26,21,7,7,44,9,9,13,25,12,13,40,38,13,13,58,33,58,25,32,6,12,8,14,12,46,24,50,19,GK,2,1,Right,"188cm / 6'2""",92kg / 203lb,,21,Argentina,Sudamericana,Sportivo Luqueño,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/angel-espinola/71772,56.0,57.0,58.0,59.0,61.0
13874,13874,15274,Frank Feller,59,61,60,63,60,30,62,29,32,6,7,47,6,7,13,40,12,11,25,21,10,5,35,43,35,18,40,10,13,8,14,13,39,26,41,24,GK,3,1,Right,"183cm / 6'0""",76kg / 168lb,,20,Germany,Bundesliga,Heidenheim,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/frank-feller/266641,61.0,60.0,63.0,62.0,60.0
13889,13889,15274,Kevin Gadellaa,59,60,58,54,61,28,55,26,32,5,7,41,7,5,21,40,12,14,26,28,14,17,25,29,58,20,24,11,11,7,11,12,46,24,70,17,GK,3,1,Right,"206cm / 6'9""",87kg / 192lb,,21,Holland,Eredivisie,FC Utrecht,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/kevin-gadellaa/266517,60.0,58.0,54.0,55.0,61.0
13911,13911,15274,Stefan Hagerup,59,59,59,56,58,29,60,33,23,6,5,42,6,9,11,35,13,26,24,28,10,6,23,31,48,18,37,8,11,5,11,13,52,19,59,22,GK,1,1,Right,"187cm / 6'2""",79kg / 174lb,,30,Norway,Eliteserien,Lillestrøm SK,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/stefan-hagerup/231566,59.0,59.0,56.0,60.0,58.0
13914,13914,15274,Walid Hasbi,59,66,58,55,62,45,53,47,43,6,9,41,10,7,12,35,15,12,29,22,14,14,42,45,50,12,31,11,13,8,12,14,53,36,51,28,GK,2,1,Right,"188cm / 6'2""",79kg / 174lb,,20,Morocco,Ligue 1 McDonald's,Strasbourg,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/walid-hasbi/72056,66.0,58.0,55.0,53.0,62.0
