Index,Rank,Name,Team,League,Nation,OVR,SHO,Finishing,Shot Power,Penalties,Reactions,Position,Preferred foot
12987,5902,Jimmy Dunne,QPR,EFL Championship,Republic of Ireland,69,37,40,44,35,68,CB,Right
12988,5902,Björn Engels,Royal Antwerp FC,1A Pro League,Belgium,69,38,42,41,35,58,CB,Right
12989,5902,Bruno Godeau,STVV,1A Pro League,Belgium,69,35,29,56,35,67,CB,Left
12990,5902,Thorsten Mahrer,Austria Klagenfurt,Ö. Bundesliga,Austria,69,30,24,43,35,62,CB,Right
12991,5902,Damian Michalski,Fürth,Bundesliga 2,Poland,69,56,54,65,35,66,CB,Right
12992,5902,Kenneth Omeruo,Kasımpaşa,Trendyol Süper Lig,Nigeria,69,32,22,54,35,70,CB,Right
12993,5902,Dave Romney,New England,MLS,United States,69,32,24,52,35,70,CB,Left
12994,5902,Benedikt Zech,Pogoń Szczecin,PKO BP Ekstraklasa,Austria,69,29,23,40,35,66,CB,Right
12995,6884,Federico Andueza,Central Córdoba,Primera División,Uruguay,68,37,31,54,35,60,CB,Left
12996,6884,Brian Calderara,Newell's,Primera División,Argentina,68,52,57,47,35,65,LM,Left
12997,6884,Leon Flach,Philadelphia,MLS,United States,68,54,54,60,35,69,CM,Left
12998,6884,Bryan Goncalves,FCV Dender EH,1A Pro League,France,68,41,20,78,35,60,LB,Left
12999,6884,Nick Hagglund,FC Cincinnati,MLS,United States,68,29,23,51,35,62,CB,Right
13000,6884,Justin Hoogma,Heracles Almelo,Eredivisie,Holland,68,29,23,46,35,68,CB,Left
13001,6884,Lee Tae Suk,Pohang Steelers,K League 1,Korea Republic,68,40,32,44,35,67,LB,Left
13002,6884,Visar Musliu,SC Paderborn 07,Bundesliga 2,North Macedonia,68,34,34,39,35,67,CB,Right
13003,6884,Clemens Riedel,SV Darmstadt 98,Bundesliga 2,Germany,68,28,19,48,35,67,CB,Right
13004,6884,Maximilian Rohr,SV Elversberg,Bundesliga 2,Germany,68,52,48,64,35,68,CB,Right
13005,6884,Jozo Stanić,FC St. Gallen,CSSL,Croatia,68,28,23,31,35,64,CB,Right
13006,6884,Maksym Taloverov,LASK,Ö. Bundesliga,Ukraine,68,38,25,63,35,64,CB,Right
13007,6884,Tang Xin,Rongcheng FC,CSL,China PR,68,32,25,39,35,67,RB,Left
13008,6884,Kevin Tshiembe,Brøndby IF,3F Superliga,Denmark,68,40,32,60,35,66,CB,Right
13009,6884,Jesper Verlaat,1860 München,3. Liga,Holland,68,26,21,41,35,64,CB,Right
13010,6884,Loïc Williams,Granada CF,LALIGA HYPERMOTION,Spain,68,37,30,57,35,63,CB,Left
13011,6884,Žan Zaletel,Viborg FF,3F Superliga,Slovenia,68,28,28,37,35,64,CB,Right
13012,7937,Muhannad Al Shanqeeti,Al Ittihad,ROSHN Saudi League,Saudi Arabia,67,42,43,49,35,60,RB,Right
13013,7937,Ryan Andrews,Watford,EFL Championship,England,67,45,42,60,35,60,RB,Right
13014,7937,Felix Bacher,Estoril Praia,Liga Portugal,Austria,67,34,30,45,35,58,CB,Right
13015,7937,Jonathan Cissé,SC Oțelul Galați,SUPERLIGA,Côte d'Ivoire,67,35,32,48,35,61,CB,Right
13016,7937,Santiago Echeverría,Wilstermann,Sudamericana,Argentina,67,23,21,31,35,63,CB,Left
13017,7937,Anselmo García MacNulty,PEC Zwolle,Eredivisie,Republic of Ireland,67,35,34,48,35,56,CB,Left
13018,7937,Donatien Gomis,En Avant Guingamp,Ligue 2 BKT,Senegal,67,29,28,39,35,48,CB,Right
13019,7937,Kasper Jørgensen,AaB,3F Superliga,Denmark,67,45,40,60,35,62,RB,Right
13020,7937,Stefan Knežević,FC Luzern,CSSL,Switzerland,67,37,38,38,35,66,CB,Right
13021,7937,Chima Okoroji,FC St. Gallen,CSSL,England,67,34,31,42,35,61,LB,Left
13022,7937,Antonios Papadopoulos,FC Lugano,CSSL,Germany,67,30,22,41,35,64,CB,Right
13023,7937,Andreas Poulsen,Silkeborg IF,3F Superliga,Denmark,67,44,43,48,35,64,LB,Left
13024,7937,Michael Schultz,Rot-Weiss Essen,3. Liga,Germany,67,26,23,40,35,63,CB,Right
13025,7937,Finn van Breemen,FC Basel 1893,CSSL,Holland,67,31,32,40,35,60,CB,Left
13026,7937,Carlos Vivas,Dep. Táchira,Libertadores,Venezuela,67,22,18,28,35,66,CB,Right
13027,7937,Jordan Williams,Portsmouth,EFL Championship,England,67,46,44,45,35,65,RB,Right
13028,9009,Mohammed Al Fatil,Al Nassr,ROSHN Saudi League,Saudi Arabia,66,30,29,43,35,60,CB,Right
13029,9009,Anthony Baron,Servette FC,CSSL,France,66,38,30,56,35,62,LB,Left
13030,9009,Filip Blažek,FC Rapid 1923,SUPERLIGA,Slovakia,66,30,25,43,35,60,CB,Right
13031,9009,Carlos Cabello,UCV,Sudamericana,Peru,66,25,20,28,35,60,RB,Right
13032,9009,George Campbell,CF Montréal,MLS,United States,66,33,31,50,35,56,CB,Right
13033,9009,José Córdoba,Norwich,EFL Championship,Panama,66,31,24,53,35,55,CB,Left
13034,9009,Dominique Guidi,SC Bastia,Ligue 2 BKT,France,66,36,37,39,35,60,CB,Right
13035,9009,Marco Imperiale,Carrarese Calcio,Serie BKT,Italy,66,37,30,60,35,62,CB,Left
13036,9009,Lukas Jäger,SCR Altach,Ö. Bundesliga,Austria,66,45,42,51,35,63,CDM,Right
13037,9009,Steve Kapuadi,Legia Warszawa,PKO BP Ekstraklasa,France,66,25,24,33,35,58,CB,Left
13038,9009,Tim Knipping,Unterhaching,3. Liga,Germany,66,33,28,46,35,62,CB,Left
13039,9009,Fredrik P. Knudsen,SK Brann,Eliteserien,Norway,66,31,25,51,35,61,CB,Right
13040,9009,Doron Leidner,FC Zürich,CSSL,Israel,66,49,53,48,35,56,LB,Left
13041,9009,Alan Matturro,Genoa,Serie A Enilive,Uruguay,66,30,22,51,35,65,CB,Left
13042,9009,Ming Tian,Tianjin JMT FC,CSL,China PR,66,35,30,37,35,60,RB,Right
13043,9009,Lucas Monzón,Racing Club,Sudamericana,Brazil,66,24,21,34,35,47,CB,Left
13044,9009,Simon Pirkl,Blau-Weiss Linz,Ö. Bundesliga,Austria,66,47,59,35,35,66,LB,Left
13045,9009,Florian Rieder,WSG Tirol,Ö. Bundesliga,Austria,66,53,51,61,35,62,LM,Right
13046,9009,Joël Schmied,FC Sion,CSSL,Switzerland,66,33,36,43,35,55,CB,Right
13047,9009,Michael Steinwender,IFK Värnamo,Allsvenskan,Austria,66,29,25,39,35,62,CB,Right
13048,9009,Juan Pablo Torres,Atl. Nacional,Liga Colombia,Colombia,66,49,60,40,35,70,LM,Right
13049,9009,Brahim Traoré,SM Caen,Ligue 2 BKT,France,66,30,29,37,35,52,CB,Right
13050,9009,Milen Zhelev,SC Oțelul Galați,SUPERLIGA,Bulgaria,66,30,28,30,35,67,RB,Right
13051,10108,Saeed Al Rubaie,Al Okhdood,ROSHN Saudi League,Saudi Arabia,65,25,20,34,35,58,CB,Right
13052,10108,Isak Helstad Amundsen,Molde FK,Eliteserien,Norway,65,37,31,45,35,60,CB,Right
13053,10108,Mohammed Ali Bemammer,NorthEast United,ISL,Morocco,65,39,34,51,35,59,CDM,Right
13054,10108,Cristian Blanco,Alianza FC,Sudamericana,Colombia,65,34,36,30,35,61,LB,Left
13055,10108,Mihai Bordeianu,Politehnica Iași,SUPERLIGA,Romania,65,54,48,69,35,60,CDM,Right
13056,10108,Sofyane Bouzamoucha,Servette FC,CSSL,France,65,26,26,33,35,69,CB,Right
13057,10108,Dan Butler,Stevenage,EFL League One,England,65,45,42,51,35,62,LB,Left
13058,10108,Mateusz Cichocki,Radomiak Radom,PKO BP Ekstraklasa,Poland,65,30,24,33,35,65,CB,Right
13059,10108,Santiago Etchebarne,Danubio,Sudamericana,Uruguay,65,25,22,31,35,51,CB,Right
13060,10108,Abbas Hüseynov,Qarabağ FK,Liga Azerbaijan,Azerbaijan,65,40,38,51,35,58,RB,Right
13061,10108,Matei Ilie,CFR 1907 Cluj,SUPERLIGA,Romania,65,29,25,37,35,62,CB,Left
13062,10108,Kang Yoon Seong,Daejeon,K League 1,Korea Republic,65,47,40,60,35,65,RB,Right
13063,10108,Daniel Lino,The Strongest,Libertadores,Bolivia,65,49,49,54,35,67,LB,Left
13064,10108,David López,Burgos CF,LALIGA HYPERMOTION,Spain,65,31,32,40,35,60,CB,Right
13065,10108,Pelle Mattsson,Silkeborg IF,3F Superliga,Denmark,65,47,45,55,35,65,CM,Right
13066,10108,Alex Mitchell,Charlton Ath,EFL League One,England,65,35,34,40,35,59,CB,Right
13067,10108,Mauricio Pineda,Chicago Fire FC,MLS,United States,65,31,34,33,35,59,CB,Right
13068,10108,Jesper Taaje,Strømsgodset IF,Eliteserien,Norway,65,29,25,41,35,59,CB,Right
13069,11203,Ahmed Al Ghamdi,Al Ittihad,ROSHN Saudi League,Saudi Arabia,64,59,59,65,35,58,LM,Right
13070,11203,Gabriel Barès,Montpellier,Ligue 1 McDonald's,Switzerland,64,49,50,55,35,60,CM,Left
13071,11203,Melayro Bogarde,LASK,Ö. Bundesliga,Holland,64,30,25,40,35,62,CDM,Right
13072,11203,Luis Armando Castro,Delfín SC,Sudamericana,Ecuador,64,53,46,67,35,63,CM,Left
13073,11203,Jack Currie,Leyton Orient,EFL League One,England,64,37,34,42,35,55,LB,Left
13074,11203,Nicolás Dávila,Dep. Cuenca,Sudamericana,Ecuador,64,51,53,53,35,65,CM,Right
13075,11203,Cheick Diabaté,Bradford City,EFL League Two,England,64,30,28,38,35,61,CB,Right
13076,11203,Kevin Ehlers,Braunschweig,Bundesliga 2,Germany,64,29,22,42,35,61,CB,Right
13077,11203,Joel Felix,Arminia Bielefeld,3. Liga,Denmark,64,39,36,55,35,50,CB,Left
13078,11203,Jadel Katongo,Manchester City,Premier League,England,64,36,32,41,35,62,RB,Right
13079,11203,Alfie Kilgour,Mansfield Town,EFL League One,England,64,46,41,59,35,59,CB,Right
13080,11203,Žan Kolmanič,Austin FC,MLS,Slovenia,64,52,41,70,35,63,LB,Left
13081,11203,Granit Lekaj,FC Winterthur,CSSL,Kosovo,64,37,44,39,35,52,CB,Right
13082,11203,Liao Junjian,Meizhou Hakka FC,CSL,China PR,64,46,45,52,35,64,CB,Right
13083,11203,Mathias Løvik,Molde FK,Eliteserien,Norway,64,39,40,47,35,57,LB,Left
13084,11203,Enes Mahmutovic,NAC Breda,Eredivisie,Luxembourg,64,27,20,49,35,59,CB,Right
13085,11203,Sixto Mina,Dep. Cuenca,Sudamericana,Ecuador,64,47,49,51,35,64,CB,Left
13086,11203,Mun Ji Hwan,Incheon United,K League 1,Korea Republic,64,47,43,52,35,62,CM,Right
13087,11203,Lewis Neilson,St. Johnstone,Scottish Prem,Scotland,64,27,23,31,35,57,CB,Right
13088,11203,Park Kyu Hyun,Dynamo Dresden,3. Liga,Korea Republic,64,29,25,43,35,63,LB,Left
13089,11203,Gilles Ruyssen,FCV Dender EH,1A Pro League,Belgium,64,32,22,57,35,63,CB,Right
13090,11203,Sam Stubbs,Cheltenham Town,EFL League Two,England,64,29,23,45,35,61,CB,Right
13091,11203,Tomas Totland,St. Louis CITY SC,MLS,Norway,64,33,36,22,35,60,RB,Right
13092,11203,Ivan Zhelizko,Lechia Gdańsk,PKO BP Ekstraklasa,Ukraine,64,45,34,63,35,61,CDM,Right
13093,12239,Michael Akoto,AGF,3F Superliga,Ghana,63,32,26,54,35,60,CB,Right
13094,12239,Jesper Ceesay,IFK Norrköping,Allsvenskan,Gambia,63,45,45,50,35,66,CM,Right
13095,12239,Diego Céspedes,Cobresal,Libertadores,Chile,63,23,15,34,35,59,CB,Right
13096,12239,Marian Danciu,Univ. Craiova,SUPERLIGA,Romania,63,44,49,40,35,57,RM,Right
13097,12239,Mario Dorgeles,FC Nordsjælland,3F Superliga,Côte d'Ivoire,63,46,45,55,35,59,CM,Left
13098,12239,Tim Drexler,TSG Hoffenheim,Bundesliga,Germany,63,31,25,45,35,60,CB,Right
13099,12239,Saxon Earley,Lincoln City,EFL League One,England,63,34,32,40,35,58,LB,Left
13100,12239,Julian Eitschberger,Rot-Weiss Essen,3. Liga,Germany,63,38,35,50,35,60,RB,Right
13101,12239,Belal Halbouni,Whitecaps FC,MLS,Syria,63,45,48,51,35,57,CB,Right
13102,12239,Kim Tae Hwan,Jeju United,K League 1,Korea Republic,63,42,34,55,35,63,RB,Right
13103,12239,Sam Lavelle,Carlisle United,EFL League Two,Scotland,63,29,25,40,35,59,CB,Right
13104,12239,Lee You Hyeon,Gangwon FC,K League 1,Korea Republic,63,38,38,38,35,59,RB,Right
13105,12239,Konrad Matuszewski,Korona Kielce,PKO BP Ekstraklasa,Poland,63,44,42,50,35,59,LM,Left
13106,12239,Toby Mullarkey,Crawley Town,EFL League One,England,63,33,32,41,35,58,RB,Right
13107,12239,Shadrach Ogie,Gillingham,EFL League Two,Republic of Ireland,63,41,35,61,35,55,CB,Left
13108,12239,Oliver Olsen,Randers FC,3F Superliga,Denmark,63,48,46,53,35,53,RB,Right
13109,12239,Matteo Piacentini,Cesena,Serie BKT,Italy,63,40,40,51,35,62,CB,Right
13110,12239,Colin Rösler,Malmö FF,Allsvenskan,Norway,63,30,25,48,35,60,CB,Right
13111,12239,Juan Saborido,Platense,Primera División,Argentina,63,31,28,33,35,55,RB,Right
13112,12239,Richard Taylor,St. Mirren,Scottish Prem,England,63,31,26,52,35,61,CB,Left
13113,12239,Jordan Turnbull,Tranmere Rovers,EFL League Two,England,63,27,23,38,35,60,CB,Left
13114,12239,Jannes Wieckhoff,Heracles Almelo,Eredivisie,Germany,63,44,40,55,35,60,RB,Right
13115,13135,Hussein Ali,sc Heerenveen,Eredivisie,Iraq,62,34,27,49,35,55,RB,Right
13116,13135,Simon Amin,Sandefjord,Eliteserien,Syria,62,44,42,46,35,60,CM,Right
13117,13135,Benedikt Bauer,Karlsruher SC,Bundesliga 2,Germany,62,29,29,26,35,59,LB,Right
13118,13135,Tim Björkström,Fredrikstad FK,Eliteserien,Sweden,62,38,34,52,35,64,CB,Right
13119,13135,André Calisir,Brommapojkarna,Allsvenskan,Armenia,62,34,28,46,35,55,CB,Right
13120,13135,Emmanuel Danso,Strømsgodset IF,Eliteserien,Ghana,62,39,37,46,35,58,CDM,Right
13121,13135,Adam Devine,Rangers,Scottish Prem,Scotland,62,44,43,49,35,59,RB,Right
13122,13135,Muath Faqihi,Al Ittihad,ROSHN Saudi League,Saudi Arabia,62,35,31,43,35,57,LB,Left
13123,13135,Marcelo Filla,Cobresal,Libertadores,Chile,62,28,26,23,35,53,RB,Right
13124,13135,Ben Goodliffe,Colchester,EFL League Two,England,62,25,20,36,35,60,CB,Right
13125,13135,Lorenzo Libutti,Reggiana,Serie BKT,Italy,62,32,30,35,35,55,RB,Right
13126,13135,John Mahon,Sligo Rovers,SSE Airtricity PD,Republic of Ireland,62,33,31,40,35,50,CB,Right
13127,13135,Dominik Nothnagel,VfB Stuttgart II,3. Liga,Germany,62,42,30,69,35,60,CB,Left
13128,13135,Farrend Rawson,Accrington,EFL League Two,England,62,32,33,38,35,54,CB,Right
13129,13135,Pontus Rödin,Silkeborg IF,3F Superliga,Sweden,62,26,23,36,35,59,CB,Right
13130,13135,Stefan Stefanovici,Politehnica Iași,SUPERLIGA,Romania,62,33,31,31,35,60,LB,Left
13131,13135,Terry Yegbe,IF Elfsborg,Allsvenskan,Ghana,62,36,30,42,35,55,CB,Left
13132,13955,Ayoub Aleesami,KFUM-Kameratene,Eliteserien,Norway,61,36,32,52,35,60,CB,Right
13133,13955,Loick Ayina,Huddersfield,EFL League One,Congo,61,29,25,42,35,50,CB,Right
13134,13955,Mandela Egbo,Colchester,EFL League Two,England,61,40,41,47,35,58,CB,Right
13135,13955,Ross Graham,Dundee United,Scottish Prem,Scotland,61,31,35,35,35,60,CB,Left
13136,13955,Loup Diwan Gueho,Lechia Gdańsk,PKO BP Ekstraklasa,France,61,30,28,34,35,55,CB,Right
13137,13955,George Harmon,Ross County,Scottish Prem,England,61,40,40,48,35,61,LB,Left
13138,13955,Håkon Helland Hoseth,KFUM-Kameratene,Eliteserien,Norway,61,47,46,55,35,57,RB,Right
13139,13955,Kim Woo Suk,Gangwon FC,K League 1,Korea Republic,61,28,26,35,35,58,CB,Right
13140,13955,Jack McMillan,Exeter City,EFL League One,Scotland,61,35,33,37,35,58,RB,Right
13141,13955,Vinícius Nogueira,Halmstads BK,Allsvenskan,Brazil,61,47,47,52,35,60,LB,Left
13142,13955,Marcel Pięczek,Korona Kielce,PKO BP Ekstraklasa,Poland,61,47,53,40,35,55,LM,Left
13143,13955,Daniel Șerbănică,Unirea Slobozia,SUPERLIGA,Romania,61,36,31,48,35,61,LB,Left
13144,13955,Yuan Mincheng,Changchun Yatai,CSL,China PR,61,24,18,32,35,51,CB,Right
13145,13955,Yue Xin,Zhejiang Pro,CSL,China PR,61,24,20,24,35,68,LB,Left
13146,14644,Rob Cornwall,Bohemians,SSE Airtricity PD,Republic of Ireland,60,28,23,34,35,54,CB,Right
13147,14644,Jannik Hofmann,1. FC Nürnberg,Bundesliga 2,Germany,60,33,29,40,35,54,RB,Right
13148,14644,Kevin Kouassivi-Benissan,HJK Helsinki,Finnliiga,Finland,60,50,52,57,35,56,RB,Right
13149,14644,Marcus Linday,Västerås SK,Allsvenskan,Sweden,60,54,55,58,35,58,CM,Right
13150,14644,Anthony Markanich,Minnesota United,MLS,United States,60,25,20,39,35,55,LB,Left
13151,14644,Tomás Mendes,D. Alavés,LALIGA EA SPORTS,Spain,60,54,57,56,35,62,CM,Right
13152,14644,Arash Motaraghebjafarpour,Kalmar FF,Allsvenskan,Sweden,60,40,40,45,35,52,RB,Right
13153,14644,Nan Song,SZ Peng City,CSL,China PR,60,49,47,55,35,53,RM,Right
13154,14644,Noah Nartey,Brøndby IF,3F Superliga,Denmark,60,52,53,57,35,62,CM,Right
13155,14644,Ralph Priso,Whitecaps FC,MLS,Canada,60,39,32,50,35,47,CDM,Left
13156,14644,Alex Tóth,Ferencvárosi TC,Magyar Liga,Hungary,60,37,30,49,35,55,RB,Right
13157,14644,Dylan Williams,Burton Albion,EFL League One,England,60,38,35,47,35,55,CB,Left
13158,14644,Saud Zaidan,Al Fayha,ROSHN Saudi League,Saudi Arabia,60,43,38,52,35,54,CM,Right
13159,15274,Anwar Ali,East Bengal,ISL,India,59,34,28,47,35,46,CB,Right
13160,15274,Alexandre Azevedo,VfB Stuttgart II,3. Liga,Germany,59,46,49,46,35,52,LB,Left
13161,15274,Theo Bergvall,Brommapojkarna,Allsvenskan,Sweden,59,41,42,43,35,48,RB,Right
13162,15274,Ciaran Brennan,Newport County,EFL League Two,Republic of Ireland,59,24,18,35,35,58,CB,Right
13163,15274,Tudor Călin,FC Gloria Buzău,SUPERLIGA,Romania,59,41,37,52,35,57,CDM,Right
13164,15274,Toby Collyer,Man Utd,Premier League,England,59,33,27,45,35,60,CDM,Right
13165,15274,Oliver Denham,Sligo Rovers,SSE Airtricity PD,Wales,59,26,22,37,35,55,CB,Right
13166,15274,James Golding,Oxford United,EFL Championship,Republic of Ireland,59,27,26,34,35,55,CB,Right
13167,15274,Rayan Hamed,Al Ahli,ROSHN Saudi League,Saudi Arabia,59,27,26,30,35,57,CB,Right
13168,15274,Kim Jun Bum,Daejeon,K League 1,Korea Republic,59,47,49,54,35,61,CM,Right
13169,15274,Daniel Munie,SJ Earthquakes,MLS,United States,59,24,20,31,35,40,LB,Left
13170,15274,Julian Pauli,1. FC Köln,Bundesliga 2,Germany,59,25,20,38,35,49,CB,Right
13171,15274,Luan Simnica,VfB Stuttgart II,3. Liga,Kosovo,59,53,57,53,35,61,CDM,Left
13172,15274,Cheick Thiam,K. Beerschot VA,1A Pro League,Belgium,59,30,22,41,35,53,CB,Right
13173,15274,Dilyimit Tudi,Changchun Yatai,CSL,China PR,59,44,38,55,35,60,CM,Right
13174,15758,Mohammed Abdulrahman,Ettifaq FC,ROSHN Saudi League,Saudi Arabia,58,29,31,24,35,53,RB,Right
13175,15758,Omar Al Owdah,Al Khaleej,ROSHN Saudi League,Saudi Arabia,58,26,24,27,35,50,RB,Right
13176,15758,Noor Al Rashidi,Damac FC,ROSHN Saudi League,Saudi Arabia,58,25,20,37,35,56,CB,Right
13177,15758,Francisco Bregante,Liverpool,Libertadores,Uruguay,58,35,36,33,35,48,LB,Left
13178,15758,Robert Castellanos,Sporting KC,MLS,United States,58,24,20,33,35,50,CB,Right
13179,15758,Moritz Eder,Grazer AK,Ö. Bundesliga,Austria,58,27,23,30,35,54,RB,Right
13180,15758,Lucas Kåhed,IFK Göteborg,Allsvenskan,Sweden,58,50,52,49,35,57,CM,Right
13181,15758,Joaquín Molina Huamán,Dep. Garcilaso,Sudamericana,Peru,58,26,20,40,35,49,CB,Left
13182,15758,Connor O'Brien,Accrington,EFL League Two,Republic of Ireland,58,29,27,25,35,53,RB,Right
13183,15758,Filip Olsson,IK Sirius,Allsvenskan,Sweden,58,51,49,57,35,55,CM,Right
13184,15758,Oskar Opsahl,Tromsø IL,Eliteserien,Norway,58,39,35,52,35,52,LB,Left
13185,15758,Jairo Reyes,IDV,Libertadores,Ecuador,58,36,28,49,35,48,CDM,Right
13186,15758,Lino Sousa,Bristol Rovers,EFL League One,England,58,39,33,55,35,52,LB,Left
13187,16153,Hamza Abdallah,Lausanne-Sport,CSSL,France,57,35,41,26,35,58,RB,Right
13188,16153,Vitalie Becker,FC Schalke 04,Bundesliga 2,Germany,57,42,36,53,35,53,LB,Left
13189,16153,Mauricio Cuevas,LA Galaxy,MLS,United States,57,30,24,39,35,49,RB,Right
13190,16153,Tom Davies,Cardiff City,EFL Championship,Wales,57,39,32,59,35,53,LB,Left
13191,16153,Regan Donelon,Galway United,SSE Airtricity PD,Republic of Ireland,57,35,22,50,35,45,LB,Left
13192,16153,Aaron Essel,St. Johnstone,Scottish Prem,Ghana,57,43,40,50,35,56,CDM,Right
13193,16153,Kayden Harrack,Morecambe,EFL League Two,England,57,27,21,39,35,51,CB,Right
13194,16153,Lucas Høgsberg,FC Nordsjælland,3F Superliga,Denmark,57,25,21,23,35,58,RB,Right
13195,16153,Jonas Kühn,Austria Klagenfurt,Ö. Bundesliga,Germany,57,34,38,27,35,53,LB,Right
13196,16153,Paul Lehmann,Dynamo Dresden,3. Liga,Germany,57,36,40,38,35,53,CB,Right
13197,16153,Jayden Meghoma,Southampton,Premier League,England,57,36,36,37,35,53,LB,Left
13198,16153,Yang Zihao,Tianjin JMT FC,CSL,China PR,57,28,25,35,35,56,LB,Left
13199,16470,Joseph Adjei,Mohammedan SC,ISL,Ghana,56,38,42,37,35,44,CB,Right
13200,16470,Mohammed Al Yami,Al Shabab,ROSHN Saudi League,Saudi Arabia,56,33,31,41,35,49,CDM,Right
13201,16470,Casper Glenna Andersen,Odds BK,Eliteserien,Norway,56,43,43,44,35,50,RB,Right
13202,16470,Ben Engdahl,BK Häcken,Allsvenskan,Sweden,56,35,40,22,35,52,RB,Right
13203,16470,Lasse Flø,Vejle Boldklub,3F Superliga,Denmark,56,35,31,38,35,51,RB,Right
13204,16470,Luke Graham,Dundee FC,Scottish Prem,Scotland,56,29,26,35,35,54,CB,Left
13205,16470,Pachuau Laldinpuia,Chennaiyin FC,ISL,India,56,36,34,42,35,43,CB,Right
13206,16470,Isaiah LeFlore,Philadelphia,MLS,United States,56,31,34,28,35,49,LB,Left
13207,16470,Jack Senga,Reading,EFL League One,Belgium,56,37,36,38,35,53,CDM,Right
13208,16470,Simon Wæver,Sønderjyske,3F Superliga,Denmark,56,33,28,44,35,54,RB,Right
13209,16470,Wei Lai,Nantong Zhiyun FC,CSL,China PR,56,28,25,37,35,55,LB,Right
13210,16470,Yu Sun,Gimcheon Sangmu,K League 1,Korea Republic,56,24,21,33,35,50,CB,Right
13211,16743,Abdulrahman Al Riou,Al Okhdood,ROSHN Saudi League,Saudi Arabia,55,28,31,21,35,50,LB,Left
13212,16743,Muhammed Eren Arıkan,Kayserispor,Trendyol Süper Lig,Turkey,55,34,33,31,35,51,LB,Left
13213,16743,Jay Benn,Lincoln City,EFL League One,England,55,25,24,22,35,52,RB,Right
13214,16743,George Cooper,Mansfield Town,EFL League One,England,55,34,33,40,35,49,CB,Right
13215,16743,Berkant Gedikli,Rot-Weiss Essen,3. Liga,Turkey,55,31,28,40,35,55,RB,Right
13216,16743,Mohammed Harboush,Al Shabab,ROSHN Saudi League,Saudi Arabia,55,28,29,23,35,51,RB,Right
13217,16743,Lukas Kirkegaard,Viborg FF,3F Superliga,Denmark,55,31,25,38,35,54,CB,Right
13218,16743,Jake Leake,Hull City,EFL Championship,England,55,30,23,45,35,47,LB,Left
13219,16743,Li Ning,Meizhou Hakka FC,CSL,China PR,55,41,42,39,35,59,CM,Left
13220,16743,Redeem Tlang,NorthEast United,ISL,India,55,45,42,52,35,49,RM,Right
13221,16962,Conner Antley,D.C. United,MLS,United States,54,30,29,29,35,55,LB,Right
13222,16962,Hong Uk Hyun,Gimcheon Sangmu,K League 1,Korea Republic,54,25,20,35,35,43,CB,Right
13223,16962,Brooklyn Raines,Houston Dynamo,MLS,United States,54,44,43,53,35,55,CM,Right
13224,16962,Rejan Thaçi,Yverdon Sport FC,CSSL,Kosovo,54,31,30,33,35,52,LB,Left
13225,17146,Alex Giles,Gillingham,EFL League Two,England,53,29,22,52,35,49,CB,Right
13226,17146,Rony Jansson,Kalmar FF,Allsvenskan,Finland,53,23,20,28,35,43,CB,Right
13227,17146,Jakub Kolan,Zagłębie Lubin,PKO BP Ekstraklasa,Poland,53,30,28,28,35,53,RB,Right
13228,17146,Lim Hyeong Jin,Incheon United,K League 1,Korea Republic,53,29,22,36,35,43,CB,Right
13229,17146,Waylon Renecke,Norwich,EFL Championship,South Africa,53,26,21,40,35,40,CB,Left
13230,17146,Phoenix Scholtz,MK Dons,EFL League Two,Northern Ireland,53,31,28,36,35,48,RB,Right
13231,17146,Muhammed Uvais Moyikkal,Jamshedpur FC,ISL,India,53,34,34,35,35,49,LB,Left
13232,17146,Wang Zhenghao,Tianjin JMT FC,CSL,China PR,53,30,26,35,35,45,LB,Right
13233,17301,Meshal Al Alaeli,Al Wehda,ROSHN Saudi League,Saudi Arabia,52,29,30,28,35,46,LB,Left
13234,17301,He Yiran,Changchun Yatai,CSL,China PR,52,26,19,38,35,55,CB,Right
13235,17301,Christian McFarlane,New York City FC,MLS,England,52,25,21,29,35,46,LB,Left
13236,17301,Adam Queally,Waterford,SSE Airtricity PD,Republic of Ireland,52,35,34,41,35,53,CB,Right
13237,17301,Liam Svensson,Mjällby AIF,Allsvenskan,Sweden,52,35,31,42,35,48,CB,Left
13238,17301,Ewan Wilson,Motherwell,Scottish Prem,Scotland,52,29,27,30,35,51,LB,Left
13239,17444,Godwill Ambrose,Odds BK,Eliteserien,Norway,51,27,23,37,35,45,CB,Right
13240,17444,Bao Shimeng,Shanghai Port FC,CSL,China PR,51,24,22,20,35,52,RB,Right
